属性,数值,关联材料,条件,原文片段,段落来源,DOI,标题
Li_Nucleation_Overpotential,23.1 mV,,galvanostatic,"CC and Cu substrates exhibit nucleation overpotentials of 23.1 mV and 47.3 mV, respectively, at a cu","To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Li_Nucleation_Overpotential,47.3 mV,,galvanostatic,"CC and Cu substrates exhibit nucleation overpotentials of 23.1 mV and 47.3 mV, respectively, at a cu","To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Li_Nucleation_Overpotential,5.8 mV,,galvanostatic,the HEA-NPs-CC substrate demonstrates a significantly reduced nucleation overpotential approximately,"To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Average_Coulombic_Efficiency_Stable_Cycling,99.1 %,,water | sessile drop contact angle measurement,achieves the highest average CE of 99.1 % over 560 cycles under conditions of 1 mA mathrm - 2 and 1 ,"To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Average_Coulombic_Efficiency_Stable_Cycling,99.0 %,,in-situ TEM electrochemistry | nanoscale LIB with FeCoNiMnAl ,maintaining an average CE of 99.0% after 160 cycles,"To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Symmetric_Cell_Cycling_Stability,5400 h,,EIS | half_cell,stably operates for over 5400 h at a high current density of 50 mathrm - 2 and a capacity of 1 mA te,"To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Symmetric_Cell_Cycling_Stability,4700 h,,"1.0 mA/cm2 | in-situ optical microscopy, galvanostati",maintains stability for 4700 h under extreme conditions of 50 mA mathrm - 2 / 50 mA h mathrm - 2,"To investigate the cycling reversibility and lifespan of the HEA-NPs-CC substrate, half-cell performance tests were conducted. As shown in Fig. 2a, the CC and Cu substrates exhibit nucleation overpote",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Rate_Capability_at_Given_C_rate,198.3 mAh/g,,galvanostatic,the HEA-NPs-CCLi NCM811 shows the highest reversible capacities of 198.3 ... at the current rates of,"To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Rate_Capability_at_Given_C_rate,186.2 mAh/g,,galvanostatic,186.2 mA h g - 1 at 0.2 C,"To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Rate_Capability_at_Given_C_rate,180.3 mAh/g,,galvanostatic,180.3 mA h g - 1 at 0.5 C,"To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Rate_Capability_at_Given_C_rate,175.4 mAh/g,,galvanostatic,175.4 mA h g - 1 at 1.0 C,"To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Rate_Capability_at_Given_C_rate,138.6 mAh/g,,galvanostatic,138.6 mA h g - 1 at 2.0 C,"To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Rate_Capability_at_Given_C_rate,86.8 mAh/g,,galvanostatic,86.8 mA h g - 1 at 5.0 C,"To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Rate_Recovery_Percent,96.98 %,,galvanostatic,"when the current returned to 0.1 C, the capacity recovers to 192.3 mA h g - 1","To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
First_Lithiation_Capacity,177.5 mAh/g,,water | sessile drop contact angle measurement,exhibits an initial capacity of 177.5 mA h g - 1 at a rate of 1 C,"To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Capacity_Retention_at_Nth_Cycle,85.76 %,,water | sessile drop contact angle measurement,retaining 152.3 mA h g - 1 ... 85.76 % capacity retention after 260 cycles,"To evaluate the practical application potential of HEA-NPs-CCLi, full cells were assembled using the HEA-NPs-CCLi composite anode and NCM811 cathode, with the NCM811 loading fixed at 12 mg mathrm - 2 ",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Average_Coulombic_Efficiency_Stable_Cycling,99.1 %,,galvanostatic,"1 In half-cells, it achieves stable cycling over 560 cycles at 1 mA cm− 2 /1 mA cdot mathrm - 2 with","Electrochemically, HEA-NPs-CC delivers breakthrough performance across various battery configurations: 1 In half-cells, it achieves stable cycling over 560 cycles at 1 mA cm− 2 /1 mA cdot mathrm - 2 w",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Average_Coulombic_Efficiency_Stable_Cycling,99.5 %,,in-situ TEM,5 Anode-free full cells HEA-NPs-CCNCM811 maintain an average CE of 99.5 % over 180 cycles at 1C,"Electrochemically, HEA-NPs-CC delivers breakthrough performance across various battery configurations: 1 In half-cells, it achieves stable cycling over 560 cycles at 1 mA cm− 2 /1 mA cdot mathrm - 2 w",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Symmetric_Cell_Cycling_Stability,4700 h,,water | sessile drop contact angle measurement,2 Symmetric cells based on HEA-NPs-CCLi operate stably for over 4700 h at 50 mA cm− 2 /50 mA h mathr,"Electrochemically, HEA-NPs-CC delivers breakthrough performance across various battery configurations: 1 In half-cells, it achieves stable cycling over 560 cycles at 1 mA cm− 2 /1 mA cdot mathrm - 2 w",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Capacity_Retention_at_Nth_Cycle,85.8 %,,in-situ TEM electrochemistry | nanoscale LIB with FeCoNiMnAl ,"3 When paired with an NCM811 cathode at a low N/P ratio of 1, the full cell retains 85.8 % of its in","Electrochemically, HEA-NPs-CC delivers breakthrough performance across various battery configurations: 1 In half-cells, it achieves stable cycling over 560 cycles at 1 mA cm− 2 /1 mA cdot mathrm - 2 w",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Capacity_Retention_at_Nth_Cycle,80.2 %,,EIS | half_cell,and 80.2 % after 100 cycles at 5C fast-charging,"Electrochemically, HEA-NPs-CC delivers breakthrough performance across various battery configurations: 1 In half-cells, it achieves stable cycling over 560 cycles at 1 mA cm− 2 /1 mA cdot mathrm - 2 w",10.1016/j.ensm.2025.104735,AlMnCoNiFe high-entropy alloy nanoparticles-embedded carbon cloth: Structure sta
Anodic_Stability_Onset_Potential,4.5 V vs. Li/Li⁺,,1M LiDFOB DMS/FEC (1:1 v/v) + CA (in situ polymeri | molecular dynamics simulation | half-cell (simulated LCO catho,the oxidation potential from 4.5 V in LE,"Subsequently, the coordination interaction between the cyano groups of CA and cobalt atoms in LCO was further confirmed by FTIR and Raman spectroscopy. As shown in Fig. 1d and S9, after three cycles i",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Anodic_Stability_Onset_Potential,5.0 V vs. Li/Li⁺,,1M LiDFOB in DMS/FEC (1:1 v/v),increasing the oxidation potential ... to 5.0 V in PCA,"Subsequently, the coordination interaction between the cyano groups of CA and cobalt atoms in LCO was further confirmed by FTIR and Raman spectroscopy. As shown in Fig. 1d and S9, after three cycles i",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Electrochemical_Stability_Window,{} V vs. Li/Li⁺,,1M LiDFOB DMS/FEC (1:1 v/v) + CA (in situ polymeri | molecular dynamics simulation | half-cell (simulated LCO catho,the introduction of CA shifts the potential of zero charge from 1.75 V to 1.70 V,"Subsequently, the coordination interaction between the cyano groups of CA and cobalt atoms in LCO was further confirmed by FTIR and Raman spectroscopy. As shown in Fig. 1d and S9, after three cycles i",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
HOMO_LUMO_Energy,{} eV,,,CA containing strong electron-withdrawing cyano groups exhibits excellent oxidative stability due to,"The highest occupied molecular orbitals HOMO and lowest unoccupied molecular orbitals LUMO of the lithium salt, solvents, and polymer matrix were calculated using density functional theory DFT, as the",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
HOMO_LUMO_Energy,{} eV,,,"lithium difluorooxalatoborate LiDFOB, which possesses a lower LUMO energy level, was introduced as t","The highest occupied molecular orbitals HOMO and lowest unoccupied molecular orbitals LUMO of the lithium salt, solvents, and polymer matrix were calculated using density functional theory DFT, as the",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
HOMO_LUMO_Energy,{} eV,,,Fluoroethylene carbonate FEC was used as a co-solvent its high LUMO and low HOMO energy levels act s,"The highest occupied molecular orbitals HOMO and lowest unoccupied molecular orbitals LUMO of the lithium salt, solvents, and polymer matrix were calculated using density functional theory DFT, as the",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Dielectric_Constant,,,,"Dimethyl sulfite DMS, a solvent with a high dielectric constant and low viscosity, was employed to e","The highest occupied molecular orbitals HOMO and lowest unoccupied molecular orbitals LUMO of the lithium salt, solvents, and polymer matrix were calculated using density functional theory DFT, as the",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Viscosity,mPa·s,,,"Dimethyl sulfite DMS, a solvent with a high dielectric constant and low viscosity, was employed to e","The highest occupied molecular orbitals HOMO and lowest unoccupied molecular orbitals LUMO of the lithium salt, solvents, and polymer matrix were calculated using density functional theory DFT, as the",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Capacity_Retention,98.4 %,,1M LiDFOB DMS/FEC (1:1 v/v) | molecular dynamics simulation | half-cell (simulated LCO catho,"the LiPCALCO battery maintained stable cycling for 500 cycles with a capacity retention of 98.4 %, c","To evaluate the superiority of the PCA electrolyte, operatorname mathbf batteries were assembled and subjected to electrochemical performance testing. As shown in Fig. 3a, under a cut-off charging vol",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Rate_Capability,"[{'rate': '0.5C', 'capacity': 178.9}] mAh/g",,1M LiDFOB DMS/FEC (1:1 v/v) | molecular dynamics simulation | half-cell (simulated LCO catho,remaining capacity of 178.9 mAh g^{-1},"To evaluate the superiority of the PCA electrolyte, operatorname mathbf batteries were assembled and subjected to electrochemical performance testing. As shown in Fig. 3a, under a cut-off charging vol",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Inorganic_Organic_Ratio_SEI_CEI,,LE,,the LCO cycled in the LE exhibited abundant organic byproducts from solvent DMS and FEC decompositio,"Subsequently, the composition of the CEI on the cycled LCO surface was analyzed using depth-profiling X-ray photoelectron spectroscopy XPS. As shown in Fig. 4e and Fig. S26a, the LCO cycled in the LE ",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Capacity_Retention,84 %,,1M LiDFOB DMS/FEC (1:1 v/v) | molecular dynamics simulation | half-cell (simulated LCO catho,the battery with PCA electrolyte maintained 84 % capacity retention after 600 cycles,"As shown in Fig. 3b and Fig. S14, when the cut-off charging voltage was increased to 4.6 V and the current density raised to 1 C, the battery with PCA electrolyte maintained 84 % capacity retention af",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Rate_Capability,[168.9] mAh/g,,1M LiDFOB DMS/FEC (1:1 v/v) | molecular dynamics simulation | half-cell (simulated LCO catho,delivering a discharge capacity of 168.9 mAh g - 1 after 600 cycles at 1C,"As shown in Fig. 3b and Fig. S14, when the cut-off charging voltage was increased to 4.6 V and the current density raised to 1 C, the battery with PCA electrolyte maintained 84 % capacity retention af",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Rate_Capability,[152.7] mAh/g,,1M LiDFOB DMS/FEC (1:1 v/v) + CA (in situ polymeri | molecular dynamics simulation | half-cell (simulated LCO catho,the battery with LE electrolyte exhibited a capacity drop to 152.7 mAh g - 1 after only 200 cycles a,"As shown in Fig. 3b and Fig. S14, when the cut-off charging voltage was increased to 4.6 V and the current density raised to 1 C, the battery with PCA electrolyte maintained 84 % capacity retention af",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Voltage_Hysteresis,0.0203 V,,1M LiDFOB DMS/FEC (1:1 v/v) | molecular dynamics simulation | half-cell (simulated LCO catho,the voltage shift for the O3′/H1–3 phase transition in the LE system reaches 20.3 mV,"Subsequently, we compared the charge/discharge behavior of the two electrolytes. As shown in Fig. 3d and 3e, the differential capacity dQ/dV versus potential curves for the first 100 cycles within the",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Voltage_Hysteresis,0.0101 V,,1M LiDFOB DMS/FEC (1:1 v/v) | molecular dynamics simulation | half-cell (simulated LCO catho,"the voltage shift for the O3′/H1–3 phase transition in the PCA system is significantly smaller, only","Subsequently, we compared the charge/discharge behavior of the two electrolytes. As shown in Fig. 3d and 3e, the differential capacity dQ/dV versus potential curves for the first 100 cycles within the",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Rate_Capability,[] mAh/g,,1M LiDFOB DMS/FEC (1:1 v/v) + CA (in situ polymeri | molecular dynamics simulation | half-cell (simulated LCO catho,rate performance tests show that the PCA-based battery consistently delivers higher discharge capaci,"Subsequently, we compared the charge/discharge behavior of the two electrolytes. As shown in Fig. 3d and 3e, the differential capacity dQ/dV versus potential curves for the first 100 cycles within the",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Capacity_Retention,99.3 %,,1M LiDFOB DMS/FEC (1:1 v/v) | molecular dynamics simulation | half-cell (simulated LCO catho,retained 99.3 % of its capacity after 120 cycles,"LiPCALCO full cells were assembled to evaluate the practical applicability of the synthesized electrolyte. The LCO cathode had a mass loading of 12 mg mathrm - 2 , , corresponding to an areal capacity",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Capacity_Retention,98.0 %,,1M LiDFOB DMS/FEC (1:1 v/v) + CA (in situ polymeri | molecular dynamics simulation | half-cell (simulated LCO catho,sustained 100 cycles with a high capacity retention of 98 %,"LiPCALCO full cells were assembled to evaluate the practical applicability of the synthesized electrolyte. The LCO cathode had a mass loading of 12 mg mathrm - 2 , , corresponding to an areal capacity",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
Capacity_Retention,87.8 %,,1M LiDFOB DMS/FEC (1:1 v/v) | molecular dynamics simulation | half-cell (simulated LCO catho,"After 100 cycles at 0.2 C and a cut-off voltage of 4.5 V, the cell maintained a capacity retention o","In addition, a 1 Ah pouch cell was assembled using a high-loading cathode of 22.4 mg mathrm - 2 . After 100 cycles at 0.2 C and a cut-off voltage of 4.5 V, the cell maintained a capacity retention of ",10.1016/j.ensm.2025.104782,Cyanide-driven double-layer regulation enables long-lifespan cycling of high-vol
